npc_id,npc_name,notes
25791,Oil-stained Wolf,This wolf loses its coating of black oil upon taming.
25817,Oiled Fledgeling,This hawk loses its coating of black oil upon taming.
25867,Sunblade Dragonhawk,Located in Sunwell Plateau (Raid).
26271,Emaciated Mammoth Bull,"Located in The Dragon Wastes, Dragonblight; Hour of Twilight (Dungeon). These mammoths can be found wandering the area, often in family groups."
26272,Emaciated Mammoth,"Located in The Dragon Wastes, Dragonblight; Hour of Twilight (Dungeon). These mammoths can be found wandering the area, often in family groups."
26273,Emaciated Mammoth Calf,"Located in The Dragon Wastes, Dragonblight; Hour of Twilight (Dungeon). These mammoths can be found wandering the area, usually in family groups."
26293,Hulking Jormungar,Located in Dragonblight; Hour of Twilight (Dungeon).
26360,Rattlebore,Found deep within caverns under the glacier on the northern edge of the zone. The entrance is on the west side of the main pass into Crystalsong Forest (The Crystal Vice).
26483,Dragonbone Condor,Located in Dragonblight; Hour of Twilight (Dungeon).
26622,Drakkari Bat,Located in Drak'Tharon Keep (Dungeon).
26625,Darkweb Recluse,Located in Drak'Tharon Keep (Dungeon).
26628,Drakkari Scytheclaw,Located in Drak'Tharon Keep (Dungeon).
26641,Drakkari Gutripper,Located in Drak'Tharon Keep (Dungeon).
26672,Bloodthirsty Tundra Wolf,Located in Utgarde Pinnacle (Dungeon).
26730,Mage Slayer,Located in The Nexus (Dungeon).
26824,Drakkari Raptor Mount,Located in Drak'Tharon Keep (Dungeon).
27249,Alystros the Verdant Keeper,"Found in the south-east corner of the shrine. Alystros can only be attacked when activated, which seems to require someone who has the quest The Plume of Alystros."
27421,Fern Feeder Moth,These moths do not keep their yellow 'butterfly aura' after they are tamed.
27483,King Dred,"Located in Raptor Pens, Drak'Tharon Keep (Dungeon)."
27578,Goremaw,"Found in the stables of Shadowfang Tower, which can be accessed from the outside, on the west side of the tower. Shadowfang Tower is on Bloodmoon Isle, in the north-east of the zone."
27626,Tatjana's Horse,Found just north of Camp Oneqwah. You can tame Tajana's horse right out from under her!
27642,Phantasmal Mammoth,"Located in The Oculus (Dungeon). Tameable in Normal Mode only (for some reason). This mammoth can appear in a pack of phantasmal creatures that are summoned by Mage-Lord Urom when you confront him. Prior to combat you confront Urom three times, on three different platforms, and on each he'll summon one pack of phantasmal NPCs: beasts, elementals, or humanoids. The mammoth appears when he summons beasts."
28213,Hardknuckle Matriarch,"This gorilla is summoned during the quest ""Tormenting the Softknuckles""."
28851,Enraged Mammoth,Has a green aura which is lost upon taming.
29033,Spirit of Atha,Spawns during the Oracles daily quest A Cleansing Song. This quest is given by Oracle Soo-nee and isn't up every day. You can only take this quest if you're at least Friendly with The Oracles.
29444,Drakkari Snake,"Summoned by Drakkari Snake Handlers in combat. The black and brown variants seem to make sounds when clicked, the red and green variants do not."
29630,Fanged Pit Viper,"Located in Den of Sseratus, Gundrak (Dungeon). Tameable in Normal difficulty only - not tameable in Heroic mode. These snakes can be found in the first room with Slad'ran. The red ones don't seem to make sounds when clicked, but the others do."
29637,Crafty Snake,"Located in Den of Sseratus, Gundrak (Dungeon). Tameable in Normal difficulty only - not tameable in Heroic mode. These snakes can be found in the first room with Slad'ran. Crafty Snakes seem to be much less common than the dominant Fanged Pit Vipers and there may only be one in the room. The green and red variants do not make sounds when clicked, but the brown and black ones do."
29713,Slad'ran Constrictor,"Located in Den of Sseratus, Gundrak (Dungeon). Summoned during combat with Slad'ran, the first boss of the dungeon. You may have to damage him a bit before the constrictors appear. They will stun you, but they always spawn in the same place and slither towards you, so one technique is to pull Slad'ran to another room to buy yourself some time."
29735,Savage Worg,Located in Utgarde Keep (Dungeon).
29838,Drakkari Rhino,Located in Gundrak (Dungeon).
29931,Drakkari Rhino,Located in Gundrak (Dungeon).
29958,Tundra Ram,"This ram may be unreachable after you complete the Sons of Hodir quest chain, due to phasing."
30320,Battlescarred Frostworg,"Tameable if you set yourself ""At War"" with Sons of Hodir."
30432,Grimmr Hound,"Spawns during the quest, ""The Sum is Greater than the Parts""."
30455,Frostworg,"If this wolf is friendly, you can still tame it if you open your reputations window, click on The Sons of Hodir entry and check the ""At War"" box."
30456,Oloh,"If this wolf is friendly, you can still tame it. Go to your reputations window, scroll down to Wrath of the Lich King reputations, click on The Sons of Hodir entry and check the ""At War"" box."
30664,Azure Mage Slayer,Located in The Violet Hold (Northrend Dungeon).
30963,Azure Mage Slayer,Located in The Violet Hold (Northrend Dungeon).
31010,Azure Mage Slayer,Located in The Violet Hold (Northrend Dungeon). Spawns during programmed attacks before the dungeon event begins.
32163,Grimkor's Hound,"Summoned during the quest ""The Ironwall Rampart""."
32997,Fleetfoot,"Fleetfoot is in the earlier (pre-Horde Invasion) phase of Darkshore. You can change phases by speaking to Zidormi south-west of Lor'danel (approximate coordinates 49, 25)."
34034,Swarming Guardian,Located in Ulduar (Raid). Spawns during the Auriaya fight.
34369,Hermit Tide Crawler,Spawns during the quest The Seeds of Life.
34543,Fez,"Fez is being ridden by a quilboar named Tortusk, but can be tamed right out from under him!"
34982,Emerald Spirit,Partially transparent. Found around the Ruins of Eldre'thar.
35750,Snapjaw Basilisk,"Spawns during quest ""Early Adoption""."
35811,Famished Bonepaw,"Spawns during quest ""Early Adoption""."
35812,Smart Mining Monkey,Phases out around level 7.
35904,Jungle Cat,Found on the first island. Doesn't seem to phase out.
36512,Fox,"Wanders around Duskhaven, especially by the farms to the south. Phases out when Duskhaven sinks."
36740,Teraptor Hatchling,On first island. Does not seem to phase out.
36852,Skychaser Hippogryph,Friendly to Alliance. Ridden by Talrendis Skychaser Night Elves.
37025,Stinky,Located in Icecrown Citadel (Raid).
37091,Deviate Plainstrider,Does not keep the glittery effect.
37217,Precious,Located in Icecrown Citadel (Raid). Precious does not keep its ribbon when tamed.
37718,Mountain Mastiff,Accompanies watchmen around Tempest's Reach. Becomes friendly (and untameable) after you defeat the rebels and rescue Greymane.
37785,Wild Horse,These horses only appear in the Worgen starting phase of the zone.
37786,Brown Stag,Phased - Worgen starting zone only.
37961,Corrupted Bloodtalon,Does not retain red smoke.
38187,Spiny Raptor,"Many phase out out after the volcano event, but some can still be found in a meadow in the far north-east of the islands."
38845,Child of Volcanoth,In the pit of the volcano. Does not retain fire breath. Phases out after Volcanoth.
38881,Fox,"Wanders around Duskhaven, especially by the farms to the south. Phases out when Duskhaven sinks."
39149,Sarinexx,Spawns during quest Thunderdrome: Sarinexx!. The quest cannot be repeated but it's possible to tame if someone else has the quest.
39348,Smolderos the Carbonizer,"Smolderos seems to be phased until you reach the part of the zone quest chain set in his area (see Signed in Blood), and he becomes phased again later in the chain."
39440,Venomous Skitterer,Located in Halls of Origination (Dungeon).
39444,Pit Viper,"Located in Chamber of Prophecy, Halls of Origination (Dungeon). It is tameable in Normal mode but not Heroic. Tameable in Normal difficulty only - not tameable in Heroic mode."
39658,Spinescale Basilisk,Pre-quest phase.
39833,Twilight Buzzard,"Only appears during the quest ""Wave One"" in a phase of the Firelands Hatchery area. Serves as a mount, but the rider is lost after taming."
40064,Jungle Panther,Found on both islands. Doesn't seem to phase out.
40238,Agitated Green Sand Crab,"Spawns to attack The Great Sambino and Felice, his assistant."
40239,Enormous Sand Crab,Spawns during the quest Totem Modification.
40310,Blistering Scarab,Located in Halls of Origination (Dungeon).
40403,Spinescale Matriarch,Only exists for one short quest phase.
40458,Jeweled Scarab,Located in Halls of Origination (Dungeon).
40650,Twilight Firebird,"Only appears during the quest ""Wave Two"" in a phase of the Firelands Hatchery area. Serves as a mount, but the rider is lost after taming."
40819,Pacified Hyjal Bear,"Phases out after the quest ""Aessina's Miracle""."
41084,Blaithe <Aviana's Consort>,Summoned during the quest A Prayer and a Wing. If you've already completed this quest you may need to party and quest sync with someone who is on it.
41166,Gomegaz,"Wanders the perimeter of the area north of (and up from) the Dark Portal blast zone. Gomegaz only appears in the original, pre-""Iron Horde Invasion"" phase of the zone. Speak to Zidormi, in the passage to the Swamp of Sorrows, to access the pre-invasion phase."
41212,Void Wurm,"Located in Seat of Destruction, Halls of Origination (Dungeon). This ID is for the wurms that spawn during battle when Setesh summons a Chaos Portal."
41374,Void Wurm,"Located in Seat of Destruction, Halls of Origination (Dungeon). This ID is for the trash mobs that are present before battle with Setesh."
41645,Chasm Stalker,In the depths of the Fireplume Trench. Does not retain corrupted glow.
42556,Jeweled Scarab,Located in Halls of Origination (Dungeon).
42657,Hyjal Eagle,Found at Shrine of Aviana. You'll need a flying mount to get at most of them.
42658,Hyjal Roc,Found at Shrine of Aviana. You'll need a flying mount to get at most of them.
42659,Hyjal Screecher,Found at Shrine of Aviana. You'll need a flying mount to get at most of them.
42660,Hyjal Darkhawk,Found at Shrine of Aviana. You'll need a flying mount to get at most of them.
42663,Hyjal Owl,Found at Shrine of Aviana. You'll need a flying mount to get at most of them.
42664,Hyjal Huntress,Found at Shrine of Aviana. You'll need a flying mount to get at most of them.
42766,Gorged Gyreworm,"The Gorged Gyreworm with this ID is found only in the Crumbling Depths. It is initially hidden underground, but appears when you walk over its rumbling dust patch."
42845,Rock Borer,Located in The Stonecore (Dungeon).
43007,Shadra <The Venom Queen>,"Shadra spawns during quest Shadra the Venom Queen / Shadra the Venom Queen. She can be very difficult to tame at high level, as spawning NPCs will steal aggro and you can't attack her as she will die with one hit. It is possible, however: instead of accepting the quest from your faction NPC, go to the altar at the high point on the pond shore and accept the quest there. Immediately start taming Shadra the second she spawns and try to complete the tame before the faction NPCs run out and steal aggro. If it doesn't work, abandon the quest, re-accept and try again."
43296,Chimaeron,"Located in Den of the Devourer, Blackwing Descent (Raid). Chimaeron can only be tamed when he's under 20% health. If you're high level you'll have to be careful you don't kill him. If necessary, remove all your equipment. You can also kill yourself outside the instance and take resurrection sickness to weaken yourself further."
43339,Gorgonite,"You should try to tame Gorgonite as quickly as you can, before a Son of Gorgonite appears and tries to 'help' you by attacking it."
43340,Blackrock Battle Worg,Phases out once a major zone questline has been completed. Players report still being able to tame by using an immolation trap in the worg pen to pull them.
43438,Corborus,"Located in The Winding Halls, The Stonecore (Dungeon)."
43658,Frenzied Crocolisk,Located in Lost City of the Tol'Vir (Dungeon). Spawns during the Lockmaw encounter.
43917,Rock Borer,Located in The Stonecore (Dungeon).
44109,Marsh Snapper,Only seems to occur in the swamp after the Battle for Gilneas City.
44130,Vilebrood Webspinner,In and near Stormglen Village. Only seems to occur after the Battle for Gilneas City.
44257,Gyreworm,"Found in a region south of Therazane's Throne. It is initially hidden underground, but appears when you walk over its rumbling dust patch."
44390,Spiny Rock Crab,"Phased out once you complete the ""Theramore's Fall"" scenario. Speak to Zidormi to access the pre-destruction phase."
44481,Diseased Hawk,"Can only be tamed during quest ""A Different Approach""."
44587,Duneclaw Stalker,"Has stealth, but loses it when tamed."
44906,Skitterweb Matriarch,Hangs from the ceiling at the end of the Skittering Dark cave in the northwest of Silverpine.
45096,Tamed Tol'vir Prowler,Located in Lost City of the Tol'Vir (Dungeon).
45202,Mangy Hyena,Found in the original (pre-N'Zoth Invasion) phase of the zone. Speak to Zidormi in Ramkahen if you need to switch time phases. Located near the Obelisk of the Stars.
45204,Skarf,Found in the original (pre-N'Zoth Invasion) phase of the zone. Speak to Zidormi in Ramkahen if you need to switch time phases. Ridden by Sultan Oogah around some ruins south of the Gate of Eternity.
45302,Sunchaser Gazelle,Found in the original (pre-N'Zoth Invasion) phase of the zone. Speak to Zidormi in Ramkahen if you need to switch time phases.
45321,Riverbed Crocolisk,Found in the original (pre-N'Zoth Invasion) phase of the zone. Speak to Zidormi in Ramkahen if you need to switch time phases. Lives along the northern part of the river.
